from,to,text,where,time,movie_num,text_processed
leia,,Yes.,INT. HOTH - REBEL BASE - ICE CORRIDOR,,5,yes
han,,"Oh, what about you need?",INT. HOTH - REBEL BASE - ICE CORRIDOR,,5,oh what about you need
leia,,(mystified) I need? I don't know what you're talking about.,INT. HOTH - REBEL BASE - ICE CORRIDOR,,5,mystified i need i dont know what youre talking about
han,,"(shakes his head, fed up) You probably don't.",INT. HOTH - REBEL BASE - ICE CORRIDOR,,5,shakes his head fed up you probably dont
leia,,And what precisely am I supposed to know?,INT. HOTH - REBEL BASE - ICE CORRIDOR,,5,and what precisely am i supposed to know
han,,Come on! You want me to stay because of the way you feel about me.,INT. HOTH - REBEL BASE - ICE CORRIDOR,,5,come on you want me to stay because of the way you feel about me
leia,,Yes. You're a great help to us. You're a natural leader...,INT. HOTH - REBEL BASE - ICE CORRIDOR,,5,yes youre a great help to us youre a natural leader
han,,No! That's not it. Come on. Aahhh - uh huh! Come on.,INT. HOTH - REBEL BASE - ICE CORRIDOR,,5,no thats not it come on aahhh  uh huh come on
leia,,You're imagining things.,INT. HOTH - REBEL BASE - ICE CORRIDOR,,5,youre imagining things
han,,Am I? Then why are you following me? Afraid I was going to leave without giving you a goodbye kiss?,INT. HOTH - REBEL BASE - ICE CORRIDOR,,5,am i then why are you following me afraid i was going to leave without giving you a goodbye kiss
leia,,I'd just as soon kiss a Wookiee.,INT. HOTH - REBEL BASE - ICE CORRIDOR,,5,id just as soon kiss a wookiee
han,,I can arrange that. You could use a good kiss!,INT. HOTH - REBEL BASE - ICE CORRIDOR,,5,i can arrange that you could use a good kiss
threepio,,Don't try to blame me. I didn't ask you to turn on the thermal heater. I merely commented that it was freezing in the princess' chamber. But it's supposed to be freezing. How are we going to dry out all her clothes? I really don't know.,INT. HOTH - REBEL BASE - ANOTHER ICE CORRIDOR,,5,dont try to blame me i didnt ask you to turn on the thermal heater i merely commented that it was freezing in the princess chamber but its supposed to be freezing how are we going to dry out all her clothes i really dont know
threepio,,"Oh, switch off.",INT. HOTH - REBEL BASE - ANOTHER ICE CORRIDOR,,5,oh switch off
han,,(to Chewie) Why do you take this apart now? I'm trying to get us out of here and you pull both of these.,INT. HOTH - REBEL BASE - MAIN HANGAR DECK,,5,to chewie why do you take this apart now im trying to get us out of here and you pull both of these
threepio,,"Excuse me, sir.",INT. HOTH - REBEL BASE - MAIN HANGAR DECK,,5,excuse me sir
han,,(to Chewie) Put them back together right now.,INT. HOTH - REBEL BASE - MAIN HANGAR DECK,,5,to chewie put them back together right now
threepio,,"Might I have a word with you, please?",INT. HOTH - REBEL BASE - MAIN HANGAR DECK,,5,might i have a word with you please
han,,What do you want?,INT. HOTH - REBEL BASE - MAIN HANGAR DECK,,5,what do you want
threepio,,"Well, it's Princess Leia, sir. She's been trying to get you on the communicator.",INT. HOTH - REBEL BASE - MAIN HANGAR DECK,,5,well its princess leia sir shes been trying to get you on the communicator
han,,I turned it off. I don't want to talk to her.,INT. HOTH - REBEL BASE - MAIN HANGAR DECK,,5,i turned it off i dont want to talk to her
threepio,,"Oh. Well, Princess Leia is wondering about Master Luke. He hasn't come back yet. She doesn't know where he is.",INT. HOTH - REBEL BASE - MAIN HANGAR DECK,,5,oh well princess leia is wondering about master luke he hasnt come back yet she doesnt know where he is
han,,I don't know where he is.,INT. HOTH - REBEL BASE - MAIN HANGAR DECK,,5,i dont know where he is
threepio,,Nobody knows where he is.,INT. HOTH - REBEL BASE - MAIN HANGAR DECK,,5,nobody knows where he is
han,,"What do you mean, ""nobody knows""?",INT. HOTH - REBEL BASE - MAIN HANGAR DECK,,5,what do you mean nobody knows
threepio,,"Well, uh, you see...",INT. HOTH - REBEL BASE - MAIN HANGAR DECK,,5,well uh you see
han,,Deck Officer. Deck Officer!,INT. HOTH - REBEL BASE - MAIN HANGAR DECK,,5,deck officer deck officer
threepio,,"Excuse me, sir. Might I inqu...",INT. HOTH - REBEL BASE - MAIN HANGAR DECK,,5,excuse me sir might i inqu
deck officer,,"Yes, sir?",INT. HOTH - REBEL BASE - MAIN HANGAR DECK,,5,yes sir
han,,Do you know where Commander Skywalker is?,INT. HOTH - REBEL BASE - MAIN HANGAR DECK,,5,do you know where commander skywalker is
deck officer,,I haven't seen him. It's possible he came in through the south entrance.,INT. HOTH - REBEL BASE - MAIN HANGAR DECK,,5,i havent seen him its possible he came in through the south entrance
han,,It's possible? Why don't you go find out? It's getting dark out there.,INT. HOTH - REBEL BASE - MAIN HANGAR DECK,,5,its possible why dont you go find out its getting dark out there
deck officer,,"Yes, sir.",INT. HOTH - REBEL BASE - MAIN HANGAR DECK,,5,yes sir
threepio,,"Excuse me, sir. Might I inquire what's going on?",INT. HOTH - REBEL BASE - MAIN HANGAR DECK,,5,excuse me sir might i inquire whats going on
han,,Why not?,INT. HOTH - REBEL BASE - MAIN HANGAR DECK,,5,why not
threepio,,"Impossible man. Come along, ARTOO, let's find Princess Leia. Between ourselves, I think Master Luke is in considerable danger.",INT. HOTH - REBEL BASE - MAIN HANGAR DECK,,5,impossible man come along artoo lets find princess leia between ourselves i think master luke is in considerable danger
deck officer,,"Sir, Commander Skywalker hasn't come in through the south entrance. He might have forgotten to check in.",INT. HOTH - REBEL BASE - MAIN ICE TUNNEL,,5,sir commander skywalker hasnt come in through the south entrance he might have forgotten to check in
han,,Not likely. Are the speeders ready?,INT. HOTH - REBEL BASE - MAIN ICE TUNNEL,,5,not likely are the speeders ready
deck officer,,Not yet. We're having some trouble adapting them to the cold.,INT. HOTH - REBEL BASE - MAIN ICE TUNNEL,,5,not yet were having some trouble adapting them to the cold
han,,Then we'll have to go out on Tauntauns.,INT. HOTH - REBEL BASE - MAIN ICE TUNNEL,,5,then well have to go out on tauntauns
deck officer,,"Sir, the temperature's dropping too rapidly.",INT. HOTH - REBEL BASE - MAIN ICE TUNNEL,,5,sir the temperatures dropping too rapidly
han,,That's right. And my friends out in it.,INT. HOTH - REBEL BASE - MAIN ICE TUNNEL,,5,thats right and my friends out in it
assistant officer,,I'll cover sector twelve. Have com-control set screen alpha.,INT. HOTH - REBEL BASE - MAIN ICE TUNNEL,,5,ill cover sector twelve have comcontrol set screen alpha
deck officer,,Your Tauntaun'll freeze before you reach the first marker.,INT. HOTH - REBEL BASE - MAIN ICE TUNNEL,,5,your tauntaunll freeze before you reach the first marker
han,,Then I'll see you in hell!,INT. HOTH - REBEL BASE - MAIN ICE TUNNEL,,5,then ill see you in hell
threepio,,"You must come along now, ARTOO. There's really nothing more we can do. And my joints are freezing up.",INT. HOTH - REBEL BASE - MAIN ICE TUNNEL,,5,you must come along now artoo theres really nothing more we can do and my joints are freezing up
threepio,,"Don't say thing like that! Of course we'll see Master Luke again. He'll be quite all right, you'll see. (to himself) Stupid little short-circuit. He'll be quite all right.",INT. HOTH - REBEL BASE - MAIN ICE TUNNEL,,5,dont say thing like that of course well see master luke again hell be quite all right youll see to himself stupid little shortcircuit hell be quite all right
lieutenant,,"Sir, all the patrols are in. There's still no contact from Skywalker or Solo.",INT. HOTH - REBEL BASE - MAIN ICE TUNNEL,,5,sir all the patrols are in theres still no contact from skywalker or solo
threepio,,"Mistress Leia, ARTOO says he's been quite unable to pick up any signals, although he does admit that his own range is far too weak to abandon all hope.",INT. HOTH - REBEL BASE - MAIN ICE TUNNEL,,5,mistress leia artoo says hes been quite unable to pick up any signals although he does admit that his own range is far too weak to abandon all hope
derlin,,"Your Highness, there's nothing more we can do tonight. The shield doors must be closed.",INT. HOTH - REBEL BASE - MAIN ICE TUNNEL,,5,your highness theres nothing more we can do tonight the shield doors must be closed
derlin,,Close the doors.,INT. HOTH - REBEL BASE - MAIN ICE TUNNEL,,5,close the doors
lieutenant,,"Yes, sir.",INT. HOTH - REBEL BASE - MAIN ICE TUNNEL,,5,yes sir
threepio,,ARTOO says the chances of survival are seven hundred seventy-five...to one.,INT. HOTH - REBEL BASE - MAIN ICE TUNNEL,,5,artoo says the chances of survival are seven hundred seventyfiveto one
threepio,,"Actually, ARTOO has been known to make mistakes... from time to time. Oh, dear, oh, dear. Don't worry about Master Luke. I'm sure he'll be all right. He's quite clever, you know... for a human being.",INT. HOTH - REBEL BASE - MAIN ICE TUNNEL,,5,actually artoo has been known to make mistakes from time to time oh dear oh dear dont worry about master luke im sure hell be all right hes quite clever you know for a human being
obi-wan,,Luke... Luke.,EXT. HOTH - SNOW DRIFT - DUSK,,5,luke luke
luke,,(weakly) Ben?,EXT. HOTH - SNOW DRIFT - DUSK,,5,weakly ben
obi-wan,,You will go to the Dagobah system.,EXT. HOTH - SNOW DRIFT - DUSK,,5,you will go to the dagobah system
luke,,Dagobah system?,EXT. HOTH - SNOW DRIFT - DUSK,,5,dagobah system
obi-wan,,"There you will learn from Yoda, the Jedi Master who instructed me.",EXT. HOTH - SNOW DRIFT - DUSK,,5,there you will learn from yoda the jedi master who instructed me
luke,,(groaning faintly) Ben... Ben.,EXT. HOTH - SNOW DRIFT - DUSK,,5,groaning faintly ben ben
han,,"Luke! Luke! Don't do this, Luke. Come on, give me a sign here.",EXT. HOTH - SNOW DRIFT - DUSK,,5,luke luke dont do this luke come on give me a sign here
han,,Not much time.,EXT. HOTH - SNOW DRIFT - DUSK,,5,not much time
luke,,(moaning) Ben... Ben...,EXT. HOTH - SNOW DRIFT - DUSK,,5,moaning ben ben
han,,"Hang on, kid.",EXT. HOTH - SNOW DRIFT - DUSK,,5,hang on kid
luke,,Dagobah system...,EXT. HOTH - SNOW DRIFT - DUSK,,5,dagobah system
han,,(reeling from the odor) Whew...,EXT. HOTH - SNOW DRIFT - DUSK,,5,reeling from the odor whew
luke,,Dagobah...,EXT. HOTH - SNOW DRIFT - DUSK,,5,dagobah
han,,"This may smell bad, kid...",EXT. HOTH - SNOW DRIFT - DUSK,,5,this may smell bad kid
luke,,(moaning) Yoda...,EXT. HOTH - SNOW DRIFT - DUSK,,5,moaning yoda
han,,...but it will keep you warm... til I get the shelter built. (struggling to get Luke inside the carcass) Ooh... I thought they smelled bad on the outside!,EXT. HOTH - SNOW DRIFT - DUSK,,5,but it will keep you warm til i get the shelter built struggling to get luke inside the carcass ooh i thought they smelled bad on the outside
zev,,"(into transmitter) Echo Base... I've got something! Not much, but it could be a life form.",INT. SNOWSPEEDER COCKPIT,,5,into transmitter echo base ive got something not much but it could be a life form
zev,,"(into transmitter) This is Rogue Two. this is Rogue Two. Captain Solo, so you copy? Commander Skywalker, do you copy? This is Rogue Two.",INT. SNOWSPEEDER - COCKPIT,,5,into transmitter this is rogue two this is rogue two captain solo so you copy commander skywalker do you copy this is rogue two
han,,(filtered over Zev's receiver) Good morning. Nice of you guys to drop by.,INT. SNOWSPEEDER - COCKPIT,,5,filtered over zevs receiver good morning nice of you guys to drop by
zev,,"(switching transmitters) Echo Base... this is Rogue Two. I found them. Repeat, I found them.",INT. SNOWSPEEDER - COCKPIT,,5,switching transmitters echo base this is rogue two i found them repeat i found them
threepio,,"Master Luke, sir, it's so good to see you fully functional again.",INT. SNOWSPEEDER - COCKPIT,,5,master luke sir its so good to see you fully functional again
threepio,,"ARTOO expresses his relief, also.",INT. SNOWSPEEDER - COCKPIT,,5,artoo expresses his relief also
han,,"How are you feeling, kid? You don't look so bad to me. In fact, you look strong enough to pull the ears off a Gundark.",INT. SNOWSPEEDER - COCKPIT,,5,how are you feeling kid you dont look so bad to me in fact you look strong enough to pull the ears off a gundark
luke,,Thanks to you.,INT. SNOWSPEEDER - COCKPIT,,5,thanks to you
han,,"That's two you owe me, junior.",INT. SNOWSPEEDER - COCKPIT,,5,thats two you owe me junior
han,,"Well your Worship, looks like you managed to keep me around for a little while longer.",INT. SNOWSPEEDER - COCKPIT,,5,well your worship looks like you managed to keep me around for a little while longer
leia,,(haughtily) I had nothing to do with it. General Rieekan thinks it's dangerous for any ships to leave the system until we've activated the energy shield.,INT. SNOWSPEEDER - COCKPIT,,5,haughtily i had nothing to do with it general rieekan thinks its dangerous for any ships to leave the system until weve activated the energy shield
han,,That's a good story. I think you just can't bear to let a gorgeous guy like me out of your sight.,INT. SNOWSPEEDER - COCKPIT,,5,thats a good story i think you just cant bear to let a gorgeous guy like me out of your sight
leia,,"I don't know where you get your delusions, laser brain.",INT. SNOWSPEEDER - COCKPIT,,5,i dont know where you get your delusions laser brain
han,,"Laugh it up, fuzzball. But you didn't see us alone in the south passage.",INT. SNOWSPEEDER - COCKPIT,,5,laugh it up fuzzball but you didnt see us alone in the south passage
han,,She expressed her true feelings for me.,INT. SNOWSPEEDER - COCKPIT,,5,she expressed her true feelings for me
leia,,"My...! Why, you stuck up,... half- witted... scruffy-looking ...nerf-herder!",INT. SNOWSPEEDER - COCKPIT,,5,my why you stuck up half witted scruffylooking nerfherder
han,,"Who's scruffy-looking? (to Luke) I must have hit pretty close to the mark to get her all riled up like that, huh, kid?",INT. SNOWSPEEDER - COCKPIT,,5,whos scruffylooking to luke i must have hit pretty close to the mark to get her all riled up like that huh kid
leia,,"Why, I guess you don't know everything about women yet?",INT. SNOWSPEEDER - COCKPIT,,5,why i guess you dont know everything about women yet
announcer,,"(over loudspeaker) Headquarters personnel, report to command center.",INT. SNOWSPEEDER - COCKPIT,,5,over loudspeaker headquarters personnel report to command center
han,,Take it easy.,INT. SNOWSPEEDER - COCKPIT,,5,take it easy
threepio,,"Excuse us, please.",INT. SNOWSPEEDER - COCKPIT,,5,excuse us please
rieekan,,Princess... we have a visitor.,INT. HOTH - REBEL BASE - COMMAND CENTER,,5,princess we have a visitor
rieekan,,"We've picked up something outside the base in zone twelve, moving east.",INT. HOTH - REBEL BASE - COMMAND CENTER,,5,weve picked up something outside the base in zone twelve moving east
senior controller,,It's metal.,INT. HOTH - REBEL BASE - COMMAND CENTER,,5,its metal
leia,,Then it couldn't be one of those creatures that attacked Luke.,INT. HOTH - REBEL BASE - COMMAND CENTER,,5,then it couldnt be one of those creatures that attacked luke
han,,"It could be a speeder, one of ours.",INT. HOTH - REBEL BASE - COMMAND CENTER,,5,it could be a speeder one of ours
senior controller,,No. Wait - there's something very weak coming through.,INT. HOTH - REBEL BASE - COMMAND CENTER,,5,no wait  theres something very weak coming through
