name,type,species,affiliation,gender,pronouns,hair,skin,homeworld,death,location,eyes,class
Devaron capital city Imperial garrison,,,Galactic Empire,,,,,,,Devaron,,
Devaron New Republic outpost,,,Galactic Republic,,,,,,,Devaron,,
Devastator's commissary,,,Galactic Empire,,,,,,,Devastator,,
Devirsivik Clan's palace,,,Devirsivik Clan,,,,,,,Nal Hutta,,
Devo,,,Jedi Order,,,,,,"230 BBY, Valo",,,
Dex Acquisitions Depot,,,Dex Acquisitions,,,,,,,Meor Ain,,
Dez's quarters,,,Jedi Order,,,,,,,"Jedi Temple, Coruscant",,
Dicsato Smi's corner market,,,Dicsato Smi,,,,,,,"Tann Province, Ryloth",,
Dietrix Jago,,,Galactic Republic,Female,She/her,Rainbow-dyed,,,,,,
Dim-U monastery,,,Dim-U,,,,,,,"Kerner Plaza, Mos Eisley, Tatooine",,
Dima,,,Eiram government,Female,She/her,,,,,,,
Dina Dipurl,,,New Republic,Female,,,,,21 ABY,,,
Dina Dipurl's father,,,Alliance to Restore the Republic,Male,,,,,,,,
Dining commons,,,Galactic Republic,,,,,,,"Galactic Senate Building, Senate Plaza, Coruscant",,
Dio,,,Galactic Empire,Masculine programming,He/him,,,,,,,Seeker
Diplomat Hotel,,,Galactic Republic,,,,,,,"Level 5127, Federal District, Coruscant",,
Dirjo Harch,,,Galactic Empire,,He/him,,,,,,,
DIS-347,,,Confederacy of Independent Systems,,It/its,,,,,,,Droid starfighter
Disputed wilderness zone,,,Mimbanese Liberation Army,,,,,,,Mimban,,
Distillery,,,Galactic Empire,,,,,,,Coyerti,,
District five,,,Galactic Empire,,,,,,,Eriadu City,,
Div,,,Free Ryloth Movement,,,,,,"Ryloth system, 14 BBY",,,
Divad Masspur,,,Coco-Town Sports,Male,,,,,,,,
Dizcaro,,,Dizcaro's bodyguard company,Male,He/him,,,,"230 BBY, Corellia",,,
DN-949A,,,Galactic Empire,,,,,,,Netalych,,
Dock 27,,,Galactic Empire,,,,,,,Coruscant,,
Docking Bay 228,,,Galactic Empire,,,,,,,DS-1 Death Star Mobile Battle Station,,
Docking Bay 327,,,Galactic Empire,,,,,,,Death Star,,
Docking Bay 328,,,Galactic Empire,,,,,,,Death Star,,
Docking Bay 329,,,Galactic Empire,,,,,,,Death Star,,
Docking Bay 5-02,,,Galactic Empire,,,,,,,Imperial Station 003,,
Docking Bay Drinks Cantina,,,Hunters of the Outer Rim,,,,,,,"Mos Espa Podrace, Grand Arena, Vespaara",,
Dome of the Anointed,,,Partisans,,,,,,,"Holy City, Jedha",,
Domm Korgale,,,Galactic Empire,Male,,,,,,,,
Donclode Onstruss,,,Galactic Republic,Male,,,,,,,,
Dooku's prison,,,Confederacy of Independent Systems,,,,,,,"Below Castle Serenno, Serenno",,
Dooku's quarters,,,Jedi Order,,,,,,,"Jedi Temple, Coruscant",,
Dooku's sleeping chamber,,,Confederacy of Independent Systems,,,,,,,"Castle Serenno, Serenno",,
Dooku's throne room,,,House Serenno,,,,,,,"Castle Serenno, Serenno",,
Dooku's tower,,,Sith,,,,,,,Geonosis,,
Doom's unit,,,Galactic Republic,,,,,,,Ringo Vinda space station,,
Dora Mar,,,Alliance to Restore the Republic,Female,She/her,,,,,,,
Dorae,,,Alliance to Restore the Republic,Female,,,,,,,,
Dorian Innes,,,Galactic Republic,Male,He/him,Blond,,,,,,
Dormitory F,,,Corellian Engineering Corporation,,,,,,,"Corellian Command Base, Corellia",,
Dormitory five-two,,,Galactic Empire,,,,,,,"Level 5, Narkina 5 Imperial Prison Complex, Narkina 5",,
Dorset,,,Allehander Pso,Female,,,,,,,,
Dorwin Corvax's crypt,,,Lady Corvax,,,,,,,"Corvax Fortress, Mustafar",,
Dosmit Ræh,,,Alliance to Restore the Republic,Female,,,,,,,,
Dotdat San,,,Jedi Order,,She/her,,,,,,,
Dotti (Batuu),,,Gatherers,Female,She/her,,,,,,,
Doza's office,,,Imanuel Doza,,,,,,,"Doza Tower, Colossus",,
Dr. Evazan Cosmetic Surgery,,,Cornelius Evazan,,,,,,,"Pons Ora, Abafar",,
Drahgor III station,,,Flix's flock,,,,,,,Drahgor III,,
Dreamers' encampment,,,Dreamers,,,,,,,"Shadow Side, Jeosyn",,
Drebb,,,Pyke Syndicate,,,,,,3 ABY,,,
Dredger Gorge,,,Bedlam Raiders,,,,,,,Koboh,,
Drelomon,,,Ryloth government,Male,,,,,,,,
Dreyo,,,Moran's smuggling operation,Male,,,,,,,,
Drifter's Gorge,,,Galactic Empire,,,,,,,Burnin Konn,,
Driller MarDapp's uncle,,,Galactic Empire,Male,,,,,,,,
DRK-1 Dark Eye probe droid,,,Sith,,,,,,,,,Probe droid
Droid Gotra industrial complex,,,Droid Gotra,,,,,,,"Coruscant Underworld, Coruscant",,
Droid laser turret,,,Trade Federation,,,,,,,,,Turret-droid
Droid manufacturing plant P-3,,,First Order,,,,,,,Supremacy,,
Droid racer,,,Team Vranki,,,,,,,,,Droid starfighter
Droid repair shop A16-523,,,First Order,,,,,,,Supremacy,,
Droid shack,,,Spectres,,,,,,,"Haven, Lothal",,
Droid worker,,,Karina's empire,Masculine programming,,,,Geonosis,,,,Battle droid
Droideka Oppressor,,,Alliance to Restore the Republic,,,,,,,,,Battle droid
Droideka Sentinel,,,Alliance to Restore the Republic,,,,,,,,,Battle droid
Droidsmith workshop,,,Anzellan Droidsmiths,,,,,,,"Nevarro City, Nevarro",,
Dross Squadron,,,Resistance,,,,,,,Bracca,,
DRX-7,,,Calrissian Enterprises,masculine programming,,,,,,,,Protocol droid
Dryden's study,,,Crimson Dawn,,,,,,,First Light,,
DT-JZ,,,Galactic Empire,Feminine programming,,,,,,,,Sentry droid
Ducal Palace,,,Alliance to Restore the Republic,,,,,,,Bamayar,,
Dug cavalier,,,Galactic Republic,,,,,,,Malastare,,
Duggan,,,Galactic Empire,Male,,,,,,,,
Dune Sea Outpost,,,Hunters of the Outer Rim,,,,,,,"Grand Arena, Vespaara",,
DuQuosenne's protocol droid,,,Galactic Republic,,,,,,,,,Protocol droid
Durm Harmodius,,,New Republic,,,,,Chandrila,,,,
Durs,,,New Republic,,,,,,"4 ABY,",,,
DV,,,Hudi,,,,,Yarrum,,,,Power droid
Dwint Parsopalton,,,Jedi Order,,,,Pink,,,,Green,
Dwoogan,,,Galactic Republic,Female,,,,,,,,
E3-VE3,,,Bedlam Raiders,,,,,,"9 BBY,",,,Battle droid
Eadu Deployment,,,Galactic Empire,,,,,,,Eadu,,
Eadu Flight Station,,,Galactic Empire,,,,,,,"Eadu Energy Conversion Laboratory, Eadu",,
Eara Lota,,,Tetan monarchy,Female,,,,,,,,
Earl of Vis,,,Vis,Male,,,,,,,,
East Team,,,Preox-Morlana,,,,,,,Ferrix,,
Eastern barrier,,,Confederacy of Independent Systems,,,,,,,Geonosis,,
Eastern Base,,,Free Ryloth Movement,,,,,,,Ryloth,,
Echo Base,,,Alliance to Restore the Republic,,,,,,,"Clabburn Range,",,
Echo Five (Fostar Haven),,,Alliance to Restore the Republic,,,,,,"c. 0 BBY,",,,
Echo Squadron,,,Alliance to Restore the Republic,,,,,,,Mid Rim Territories,,
Echo Station 3-T-8,,,Alliance to Restore the Republic,,,,,,,Hoth,,
Echo Station 5-4,,,Alliance to Restore the Republic,,,,,,,"Echo Base, Hoth",,
Echo Station 5-7,,,Alliance to Restore the Republic,,,,,,,Hoth,,
Echo Two (Fostar Haven),,,Alliance to Restore the Republic,,,,,,"c. 0 BBY,",,,
Echo-One,,,Aldhani rebel infiltration team,,,,,,,Aldhani,,
Eck,,,Carpo Crime Syndicate,Male,,,,,,,,
Ecressys,,,Galactic Empire,Male,,,,,,,,
ED-4,,,Millennium Collective,Feminine programming,She/her,,,,,,,Slicer droid
Edi Myrtaan,,,Coruscant Emeralds,,He/him,,,,,,,
Education Ministry (Kwenn),,,Kwenn government,,,,,,,"Capital Key, Kwenn",,
Eema,,,Bromlarch Council,,She/her,Green,Light brown,Bromlarch,,,,
Effney,,,Galactic Empire,,He/him,,,,"5 ABY, Jakku",,,
EG-86,,,Alliance to Restore the Republic,Masculine programming,,,,,,,,Power droid
Egga,,,Nihil,,He/him,,,,"232 BBY, Elphrona",,,
Eicho,,,Jedi Order,,He/him,,,,"230 BBY, Valo",,,
Eighty-One,,,Wilhuff Tarkin's hunting team,,,,,,"14 BBY, Chandar's Folly",,,
Eiram,,,Galactic Republic,,,,,,,,,Terrestrial
Eiram palace,,,Eiram royal family,,,,,,,"Erasmus Capital City, Eiram",,
Ekay,,,Royal House of Naboo,Female,She/her,,,,,,,
Ela Radodan,,,Galactic Empire,Female,,,,,,,,
Elan (Jedi),,,Jedi Order,,,,Green,,"Between 14 BBY and 9 BBY, Voyager Dawn",,Green,
Electrorefining droid,,,Techno Union,,,,,,,,,Mining droid
Elia Litte,,,Civilian Defense Force,Female,,,,,,,,
Ellenne Wune,,,Alliance to Restore the Republic,Female,,,,,,,,
Ellias Gorlin,,,Buckell Center,,,,,Corellia,,,,
Elo,,,Pyke Syndicate,,He/him,,,,,,,
Elocin,,,Elocin's crew,,She/her,Blue,Blue,,,,Yellow and Orange,
Elphrona,,,Jedi Order,,,,,,,,,Terrestrial
Elphrona Outpost,,,Jedi Order,,,,,,,Elphrona,,
Elrik Vonreg's squadron,,,First Order,,,,,,,Colossus,,
Elris Florent,,,Disciples of the Whills,,She/her,,Light,,,,Brown,
Elzar Mann's quarters,,,Jedi Order,,,,,,,"Jedi Temple, Coruscant",,
Emarr Ottkreg,,,Galactic Empire,Male,He/him,,,Pondakree,"4 ABY, Vigilance over Endor",,,
Embassy Row,,,New Republic,,,,,,,"Hanna City, Chandrila",,
Emdee,,,First Order,,,,,,,,,Medical droid
Emon Kref,,,Alliance to Restore the Republic,,He/him,,,Koshaga,,,,
Emon Kref's father,,,Koshagan People's Movement,Male,,,,,,,,
Emperor's Museum,,,Galactic Empire,,,,,,,Coruscant,,
Emperor's Observatory,,,Sith,,,,,,,Pillio,,
Emperor's office,,,Galactic Republic,,,,,,,"Imperial Executive Building, Federal District, Coruscant",,
Emperor's personal zoo,,,Galactic Empire,,,,,,,Coruscant,,
Emperor's private suites,,,Galactic Empire,,,,,,,"Imperial Palace, Coruscant",,
Emperor's receiving area,,,Galactic Empire,,,,,,,"Emperor's Tower, DS-2 Death Star II Mobile Battle Station",,
Emperor's Retreat,,,Galactic Empire,,,,,,,"West of Moenia, Naboo",,
Emperor's Throne Room,,,Galactic Empire,,,,,,,"Emperor's Tower, DS-2 Death Star II Mobile Battle Station",,
Emperor's throne room (Coruscant),,,Galactic Empire,,,,,,,Coruscant,,
Emperor's throne room (Death Star),,,Galactic Empire,,,,,,,"Emperor's tower, Northern Polar Command Sector, Death Star",,
Emperor's throne room (Imperial Palace),,,Galactic Empire,,,,,,,"Imperial Palace, Coruscant",,
Emperor's Tower,,,Galactic Empire,,,,,,,DS-2 Death Star II Mobile Battle Station,,
Emperor's tower,,,Galactic Empire,,,,,,,"Northern Polar Command Sector, Death Star",,
Empire Shuttle Yard,,,Galactic Empire,,,,,,,Tatooine,,
Employee District,,,Hunters of the Outer Rim,,,,,,,Vespaara,,
En-Threelo,,,Fylari,Masculine programming,,,,,"c. 14 BBY,",,,
Endovar,,,Jedi Order,,,,,,,,,Terrestrial
Enfys Nest's mother,,,Cloud-Riders,Female,She/her,,,,c. 11 BBY,,,
Engineering (Implacable),,,Galactic Empire,,,,,,,Implacable,,
Engineering (Titan),,,First Order,,,,,,,Titan,,
Engineering Room,,,Chandrila Star Line,,,,,,,Halcyon,,
Entropian Hive,,,Entropian Hive Trading Council,,,,,,,,,Asteroid
Ephemera,,,Galactic Empire,,,,,,,,,Gas
Epiphany moon's militia,,,Salient Battle Group,,,,,,,Epiphany moon,,
Equatorial Communications Hub,,,Galactic Empire,,,,,,,Ryloth,,
Equatorial trench,,,Galactic Empire,,,,,,,Death Star,,
Eriadu,,,Tarkin family,,,,,,,,,Terrestrial
Erle Hovlinn,,,Galactic Empire,Male,,,,,,,,
Erno,,,Coronet City Peace and Security,Male,,,,Corellia,,,,
Eron,,,Alliance to Restore the Republic,Female,,,,,,,,
Errin,,,Jabba's criminal empire,Male,He/him,,,,,,,
Errington,,,Galactic Republic,,,,,,During the Battle of Galov,,,
Erso homestead,,,Erso family,,,,,,,Lah'mu,,
Ersos' apartment,,,Erso family,,,,,,,"Project Celestial Power complex, B'ankor Refuge, Coruscant",,
Escander,,,Confederacy of Independent Systems,,,,,,,,,Terrestrial
Espis Zanchal's droid,,,Espis Zanchal,,,,,,,,,Service droid
Essara Till,,,Royal House of Naboo,,,,,,c. 32 BBY,,,
Essfour,,,Alliance to Restore the Republic,,He/him,,,,,,,Astromech droid
Essie,,,Erso family,Masculine programming,,,,,,,,Menial labor droid
Esstee-Ninety-Three,,,Nodo's shipyard,,,,,,"After 10 BBY,",,,PJ unit
Esu Rotsino,,,Galactic Republic,Female,,,,Abrion Major,,,,
Ette Shi'lou,,,Alliance to Restore the Republic,Female,,,,,,,,
Evidence room three,,,Galactic Republic,,,,,,,"Security tower, Starlight Beacon",,
EX-1,,,Jedi Order,,,,,,By 229 BBY,,,Communications droid
EX-5A,,,Galactic Republic,,He/him,,,,,,,Communications droid
EX-8C,,,Galactic Republic,,,,,,,,,Communications droid
EX-9B,,,Galactic Republic,,,,,,,,,Communications droid
Exim Panshard,,,Sith,Male,He/him,,,,Long before 21 ABY,,,
Exo,,,Alliance to Restore the Republic,Feminine programming,,,,,,,,Protocol droid
Expansionary Defense Fleet headquarters,,,Chiss Expansionary Defense Fleet,,,,,,,Naporar,,
Eye-Oh-Ninety-Eight-Dee,,,Galactic Empire,,,,,,,,,Droid brain
Eyewell,,,House of Organa,,,,,,,"Within the Alderaan Enclave, Sullust",,
Ezaraa continents,,,Dominion of the Ezaraa,,,,,,,Ezaraa,,
F-4RO,,,Kublop Springs spaceport,Masculine,,,,,,,,Labor droid
Fabreth Medical research installation,,,Fabreth Medical,,,,,,,Iakar,,
Fabrin,,,Fabritech,,,,,,,,,Terrestrial
Fafifeth,,,Alliance to Restore the Republic,,,,,,During the Early rebellion against the Galactic Empire,,,
Faith and Life zone,,,Galactic Republic,,,,,,,"Carnival District, Lonisa City",,
Falleen battle group,,,Galactic Republic,,,,,,,Falleen,,
Fambola,,,Jedi Order,,,,Brown,,,,,
Family quarters,,,Path of the Open Hand,,,,,,,Gaze Electric,,
Fantanine mining colony,,,Ben Diffle Fantanines,,,,,,,Unidentified planet,,
Fanty,,,Alliance to Restore the Republic,Male,,,,,,,,
Far Hiradne,,,Galactic Empire,,,,,,,Lothal,,
Far-ji,,,Screaming Talons,Male,,,,,,,,
Fara Yadeez,,,Galactic Empire,Female,She/her,,Dark,Troithe,,,,
Fardi compound,,,Fardi clan,,,,,,,Thabeska,,
Farstey flight school,,,Alliance to Restore the Republic,,,,,,,Farstey,,
Fatil,,,New Republic,Female,She/her,Blonde,,Orinda,,,,
Fatimah Nurii,,,Galactic Empire,Female,She/her,,,Commenor,,,,
Faya Rodemos,,,Four Sages of Dwartii,,,,,Dwartii,,,,
FE-B3,,,Haddrex Gang (formerly),,,,,,"33 BBY, Moon of Drazkel",,,Protocol droid
Federal District,,,Galactic Republic,,,,,,,"Galactic City, Coruscant",,
Federal Station,,,New Republic,,,,,,,"Galactic City, Coruscant",,
Fedovoi End,,,Galactic Empire,,,,,,,,,Terrestrial
Fej,,,Droid Depot,Female,,,,,,,,
Fektrin,,,Alliance to Restore the Republic,Male,He/him,,,,"3 ABY, Redhurne system",,,
Feldstrom,,,Galactic Empire,Male,,,,,,,,
Felucia Imperial garrison,,,Galactic Empire,,,,,,,Felucia system,,
Felvath Kurs Arena,,,Jabba Desilijic Tiure,,,,,,,"Paradise Road, Mos Eisley",,
Fenbolt,,,Wandering Star,,,,,,,,,Service droid
Fenn Finau,,,Haxion Brood,Male,,,,,"9 BBY,",,,
Feral Group,,,Alliance to Restore the Republic,,,,,,,"Cawa City, Sterdic IV",,
Fern's nanny droid,,,Fara,,,,,At Attin,,,,
Ferren Barr's cave refuge,,,Ferren Barr's disciples,,,,,,,"Near Bel City, Mon Cala",,
Ferric Obdur's assistant,,,Galactic Empire,Female,,,Pale,,,,,
Ferris,,,Alliance to Restore the Republic,,He/him,,,,"Before 4 ABY,",,,
Ferrix Terminal,,,Ferrix Entry Ferry Service,,,,,,,Ferrix,,
Fest,,,Galactic Empire,,,,,,,,,Terrestrial
Feyr Jos'han,,,Alliance to Restore the Republic,Non-binary,They/them,Black,,,,,,
Fhaen,,,Galactic Empire,Male,,,,,,,,
Fiddich,,,Blazing Claw,Male,,,,,Sometime during the Imperial Era,,,
Fifth Brother,,,Jedi Order,Male,He/him,,Gray-green,Artemesium,"3 BBY, Malachor",,Light mint,
Fila,,,Alliance to Restore the Republic,,She/her,,,,"During or after 0 BBY,",,,
Filris Parbert,,,Galactic Empire,Male,,,,,,,,
First Battle Memorial,,,Galactic Republic,,,,,,,"Republic Center for Military Operations, Coruscant",,
First Elthree Assault Team droid,,,Elthree Assault Team,,He/him,,,,,,,Battle droid
First Jedi Temple,,,Jedi Order,,,,,,,"Temple Island, Ahch-To",,
First Knowledge Quarter,,,Jedi Order,,,,,,,"Jedi Temple, Coruscant",,
First Order Cargo,,,First Order,,,,,,,"Black Spire Outpost, Batuu",,
First Order probe droid,,,First Order,,,,,,,,,Probe droid
First Pilgrim,,,Angcord kingdom,,He/him,Black,Blue,,,,Gray,
First Temple,,,Jedi Order,,,,,,,"Knossa (in the Qel-Droma Epics),",,
Fissure Lake,,,Chiss Ascendancy,,,,,,,Celwis,,
Fixer (mouse droid),,,Jek-14,,,,,Zoh,,,,
Fixian Wrak,,,Fixian Wrak's crew,,They/them,,,,,,,
Flare Squadron,,,New Republic,,,,,,,Croynar sector,,
Fleet Command (New Republic),,,New Republic,,,,,,,Home One,,
Flesh Mongers lair,,,Flesh Mongers,,,,,,,"Flesh Mongers city, Botor",,
Flik-Lant,,,Jedi Order,,He/him,,,,,,,
FLO,,,Dex's Diner,Feminine programming,She/her,,,,16 BBY,,,
Floating asteroid prison of Orko 9,,,Galactic Empire,,,,,,,Orko 9,,
Floog,,,Drahgor III station,Male,He/him,,,,,,,
Florrum,,,Ohnaka Gang,,,,,,,,,Terrestrial
Fogo Charu,,,Jedi Order,,He/him,,,,,,,
Fold,,,Harra the Hutt,,,,,,,"Harra the Hutt's stronghold, Vodran",,
Fondor Droid Mod,,,Axis network,Masculine programming,,,,,,,,Artificial intelligence
Fondor Shipyards,,,Galactic Empire,,,,,,,Fondor orbit,,
Fool's Run,,,Galus Vez,,,,,,,"Unidentified ringed planet, Regani sector",,
Forbidden District,,,Sith,,,,,,,Exegol,,
Forbidden levels,,,Galactic Empire,,,,,,,Coruscant,,
Force-henge,,,Jedi Order,,,,,,,"Temperate region,",,
Forosnag Attack Battalion,,,Sef Con,,,,,,,Substation Grimdock,,
Forsyth Wry,,,Jedi Order,,,,,,228 BBY,,,
Fort Anaxes,,,Galactic Republic,,,,,,,"Anaxes,",,
Fort Ironhand,,,Galactic Empire,,,,,,,"Near Anchorhead, Tatooine",,
Fort Sunfire,,,Galactic Empire,,,,,,,"near Bestine,",,
Fort Ypso,,,Ypsobay Trading Company,,,,,,,Iridium Mountains,,
Fortress Citadel,,,Galactic Empire,,,,,,,"Fortress Inquisitorius, Nur",,
Fortress of Grakkus the Hutt,,,Grakkus Jahibakti Tingi,,,,,,,"Megalox, Megalox Beta",,
Fortress of the Mourner's Wail,,,Mourner's Wail Syndicate,,,,,,,Dotharian,,
Fortress Vader hangar,,,Galactic Empire,,,,,,,"Fortress Vader, Mustafar",,
Fortress-Home of the Open,,,Open,,,,,,,"Open's mountain, Carnelion IV",,
Forward Command Center,,,Galactic Republic,,,,,,,Geonosis,,
Four (droid),,,Aricho's resistance force,,,,,Aricho,,,,
Franek,,,Galactic Republic,,He/him,,Brown,,,,,
Frangawl Temple,,,Frangawl Cult,,,,,,,"Beneath the Royal Palace, Bardotta",,
Free Ryloth Movement underground base,,,Free Ryloth Movement,,,,,,,Ryloth's third moon,,
Freylon,,,Galactic Empire,,He/him,,,,3 ABY or 4 ABY,,,
Frorral,,,Alliance to Restore the Republic,Female,,,,,,,,
Frudeki,,,Alliance to Restore the Republic,,He/him,,,,,,,
Fruited Moon,,,Galactic Republic,,,,,,,,,Terrestrial
Fulan Ro cantina,,,Unidentified syndicate,,,,,,,"Fulan Ro, Cosmatanic Steppes",,
Fur-Bite,,,Blazing Claw,,,,,,"By 10 BBY,",,,
Furillo,,,Resistance,,,,,,"34 ABY,",,,
Future Imperial Leaders Military Preparatory School,,,Galactic Empire,,,,,,,Vardos,,
FX-14 medical droid,,,First Order,,,,,,,,,Medical droid
FX-6,,,Galactic Empire,,,,,,,,,Medical droid
FX-6 (Begamor),,,Presidential manor,Feminine,,,,,,,,
Fylar Forest,,,Fylari,,,,,,,"Fylar region, Ontotho",,
Fylar region,,,Fylari,,,,,,,Ontotho,,
Fylari ambassador,,,Fylari,,,,,Ontotho,,,,
Fyodor,,,Knights of Ren,,,Gray,Gray,,"3 ABY,",,White,
G-1FY,,,Naijoh,Masculine programmed,He/him,,,,,,,Protocol droid
G1-7CH,,,Aunt Z's Tavern,,He/him,,,,,,,Service droid
G1-MD,,,Ohnaka Transport Solutions,Feminine programming,,,,,,,,Protocol droid
G2 repair droid,,,Resistance,,,,,,,,,Maintenance droid
G2-PI,,,Resistance,Masculine programming,,,,,,,,Repair droid
G2-RX,,,Resistance,,He/him,,,,,,,Repair droid
G8-R3,,,Royal House of Naboo,Masculine programming,,,,,"32 BBY,",,,Astromech droid
Gaaten,,,Galactic Empire,,,,,,,,,Terrestrial
Gabban,,,Galactic Republic,,He/him,,,,,,,
Gaderffii stick workshop,,,A Tusken Raider tribe,,,,,,,"Dune Sea, Tatooine",,
Gadkit,,,Nihil,,,,,,"c. 229 BBY, Waskiro",,,
Gaelan,,,Galactic Empire,Male,,,,,,,,
Gafferky Lenzwin,,,Hyrotii Assembly Services,Male,,,,,,,,
Gahenn Plains,,,Sith,,,,,,,Mustafar,,
Gak-Sixtoo,,,Hutt Clan,,,,,,"3 ABY, Jekara system",,,Nav droid
Galactic Credit Standard,,,Galactic Republic,,,,,,,The galaxy,,
Galactic Senate Building detachment,,,Galactic Empire,,,,,,,Galactic Senate Building,,
Galactic Senate Chamber,,,Galactic Republic,,,,,,,"Galactic Senate Building, Coruscant",,
Galaxy Noodles,,,Lauli Wahlo,,,,,,,"Slum district G17, Coruscant",,
Galek (Black Sun),,,Black Sun,Male,He/him,,,,,,,
Galen Erso's Office,,,Galactic Empire,,,,,,,"Project Celestial Power complex, B'ankor Refuge, Coruscant",,
Galin Azzameen,,,Azzameen family,Male,,,,,After the Battle of Hoth in 3 ABY,,,
Galitan broadcast hub,,,Alliance to Restore the Republic,,,,,,,"Galitan, Ringali Nebula",,
Gall Trayvis's droids,,,Gall Trayvis,,,,,,,,,Protocol droid
Gallandro,,,Corporate Sector Authority,Male,,,,,,,,
Gallery of Peace,,,Galactic Empire,,,,,,,"Coalition for Progress headquarters, Centax 3",,
Gamut Key's village,,,Confederacy of Independent Systems,,,,,,,Kaller,,
Ganjira Rell,,,Strus clan,Female,,,,,,,,
Ganzer's Grotto,,,Canto Casino,,,,,,,"Canto Casino and Racetrack, Canto Bight, Cantonica",,
Gar Faven,,,Ohnaka Transport Solutions,Male,He/him,,,,,,,
Garage,,,Harra the Hutt,,,,,,,"Harra the Hutt's stronghold, Vodran",,
Garan (Rebel Alliance),,,Alliance to Restore the Republic,,,,,Coruscant,,,,
Garavult Clan lair,,,Garavult Clan,,,,,,,"Coronet City, Corellia",,
Garbage masher 3263827,,,Galactic Empire,,,,,,,"Detention Level, DS-1 Death Star Mobile Battle Station",,
Garbis family mansion,,,Garbis family,,,,,,,"Thune City, Thune",,
Gardens of T'alla,,,Jedi Order,,,,,,,"Great Jedi Library, Ossus",,
Gardulla the Hutt's Palace,,,Hutt Clan,,,,,,,Nal Hutta,,
Gardulla's palace,,,Gardulla Besadii the Elder,,,,,,,Tatooine,,
Garel City Spaceport,,,Galactic Empire,,,,,,,"Garel City, Garel",,
Gargo,,,Hutt Clan,,,,Plum,,,,White,
Gargon,,,Old Mandalorians,,,,,,,,,Terrestrial
Garn,,,Ordu Aspectu,,,,,,,"Garn system, Cadma sector, Outer Rim Territories",,
Garos Imperial facility,,,Galactic Empire,,,,,,,Garos,,
Garrac,,,Garrac & Sons,Male,,,,,,,,
Garson Corners,,,First Order,,,,,,,Kamil,,
Garwian military,,,Garwian Unity,,,,,,,Solitair,,
Gatt Medo,,,Haxion Brood,Female,She/her,,,,"9 BBY,",,,
Gazdo Woolcob,,,Alliance to Restore the Republic,Male,,,,,"0 BBY, Yavin system",,,
Gelid Dungeon,,,Haxion Brood,,,,,,,Ordo Eris,,
Gem (Junkyard),,,Ufsa family,,,,,,,Junkyard,,
Gemma,,,Alliance to Restore the Republic,,,,,,"4 ABY, above Endor",,,
General Syndulla's camp,,,Alliance to Restore the Republic,,,,,,,Endor,,
Generis Station,,,Atrivis Resistance Group,,,,,,,Atrivis sector,,
Genetic Records Hall,,,Galactic Republic,,,,,,,"Tipoca City Military Complex, Tipoca City, Kamino",,
Genni Avremif,,,New Republic,Male,,,,,,,,
Genzhor's research outpost,,,Genzhor,,,,,,,"I'vorcia Prime Preserve, I'vorcia Prime",,
Geonosian War Room,,,Stalgasin hive,,,,,,,"Stalgasin hive spires, Geonosis",,
