name,type,species,affiliation,gender,pronouns,hair,skin,homeworld,death,location,eyes,class
land & sky currency,,,Land & Sky Corporation,,,,,,,Aakaash system,,
landing pad 13,,,Galactic Empire,,,,,,,"Imperial Center of Military Research, Scarif",,
landing platform 31-beta,,,Benelex Marshal Service,,,,,,,"Benelex Marshal Service Headquarters, Paqualis III",,
landing platform nine,,,Galactic Empire,,,,,,,"Imperial Center of Military Research, Scarif",,
lando calrissian's farm,,,Lando Calrissian,,,,,,,Lothal,,
lando calrissian's father,,,Calrissian family,Male,,,,,,,,
landonis balthazar calrissian's mother,,,Calrissian family,Female,,,,,,,,
lanna,,,Alliance to Restore the Republic,Female,She/her,,,Baraan-Fa,,,Brown,
lanz carpo,,,Carpo Crime Syndicate,,,,,,,,,Terrestrial
larence garello,,,Garello Technologies,Male,He/him,,,,"232 BBY, Arbitrage, Ab Dalis system",,,
larik's residence,,,Larik,,,,,,,Coruscant,,
lars homestead,,,Lars family,,,,,,,"Great Chott salt flat, Jundland Wastes,",,
lasan royal palace,,,Lasan royal family,,,,,,,Lasan,,
lau,,,Galactic Empire,,,,,,,,,Terrestrial
laundry droid,,,First Order,,,,,,,,,Cleaning droid
laundry room 346,,,First Order,,,,,,,Supremacy,,
lauren mel coelho's family's farmhouse,,,Lauren Mel Coelho's family,,,,,,,Tangenine,,
lc-24 fire droid,,,Resistance,,,,,,,,,Fire droid
le-12,,,Team Colossus,,,,,,,,,Astromech droid
le-47,,,Comet Runners,,,,,,,,,Astromech droid
ledaney,,,New Republic,Male,He/him,,,,,,,
ledeve,,,Jedi Order,,,,,,,,,Terrestrial
leema kai,,,First Order,Male,,,,,"34 ABY, Jinata system",,,
leeya,,,Regency Worlds,Female,,,,,,,,
legal-analyst droid,,,Galactic Empire,,,,,,,,,Analysis droid
lege,,,Jedi Order,,,,,,"230 BBY, Valo",,,
leh'ahnyo vas,,,Jedi Order,Female,She/her,,,,,,,
leia organa's quarters,,,Resistance,,,,,,,"Resistance base, D'Qar",,
leisure zone,,,Preox-Morlana,,,,,,,Morlana One,,
lemniscate,,,Galactic Empire,,,,,,,"Lower levels, Coruscant",,
lentra,,,Alliance to Restore the Republic,,,,,,"1 BBY,",,,
leonis family apartment,,,Leonis family,,,,,,,"Capital City, Lothal",,
lep-10019,,,Dooku,,It/its,,,,,,,Service droid
leric schmireland,,,Galactic Republic,,He/him,,,,,,,
lesa benex,,,Alliance to Restore the Republic,Female,She/her,,,,,,,
let'ij,,,Children of the Empty Sun,Female,She/her,,,,,,,
level 1 (narkina 5),,,Galactic Empire,,,,,,,"Narkina 5 Imperial Prison Complex, Narkina 5",,
level 11-6,,,Benelex Marshal Service,,,,,,,"Gulhadar prison, Gulhadar III",,
level 1312,,,Galactic Republic,,,,,,,Coruscant Underworld,,
level 2 (narkina 5),,,Galactic Empire,,,,,,,"Narkina 5 Imperial Prison Complex, Narkina 5",,
level 3 (confederacy of independent systems),,,Confederacy of Independent Systems,,,,,,,Munificent-class star frigate,,
level 3 (narkina 5),,,Galactic Empire,,,,,,,"Narkina 5 Imperial Prison Complex, Narkina 5",,
level 4 (narkina 5),,,Galactic Empire,,,,,,,"Narkina 5 Imperial Prison Complex, Narkina 5",,
level 5 (narkina 5),,,Galactic Empire,,,,,,,"Narkina 5 Imperial Prison Complex, Narkina 5",,
level 5000,,,Galactic Republic,,,,,,,Coruscant,,
level 5121,,,Commission for a Safe and Secure Republic,,,,,,,"Coruscant Underworld, Coruscant",,
level 5127,,,Galactic Republic,,,,,,,Coruscant,,
level 5216,,,Galactic Republic,,,,,,,Coruscant,,
level 6,,,Galactic Empire,,,,,,,"Narkina 5 Imperial Prison Complex, Narkina 5",,
level 7,,,Galactic Empire,,,,,,,"Narkina 5 Imperial Prison Complex, Narkina 5",,
level 8,,,Galactic Empire,,,,,,,"Narkina 5 Imperial Prison Complex, Narkina 5",,
level six,,,First Order,,,,,,,Starkiller Base,,
level six,,,Galactic Empire,,,,,,,"Imperial Base, Daro",,
level two,,,First Order,,,,,,,Starkiller Base,,
levinous,,,Champalan Imperial Mineral Extraction Initiative,Male,He/him,,,,,,,
lexi greylark,,,Galactic Republic,Female,She/her,Emerald green,Tan,,,,,
lexim's hunting ground,,,Lexim,,,,,,,A planet,,
lexxir greylark,,,Galactic Republic,Male,He/him,,,,c. 395 BBY,,,
li qiong,,,Nan family,Female,,,,,,,,
lightning,,,Zero Angle,Masculine programming,,,,,,,,Astromech droid
lightsaber training pod,,,Chandrila Star Line,,,,,,,Halcyon,,
lignu,,,Alliance to Restore the Republic,,,,,Daiyu,,,,
lila nervi,,,Nervi family,Female,,,,,,,,
lin (batuu),,,Gatherers,Male,,,,,,,,
lina,,,E'ronoh's fleet,Female,She/her,,,E'ronoh,"c. 382 BBY, E'ronoh",,,
lina graf's crew,,,Alliance to Restore the Republic,,,,,,,Mustafar,,
lindon javes' astromech droid,,,New Republic,,,,,,,,,Astromech droid
lindsey,,,New Republic,Male,,,,,,,,
line (kouhun),,,Kouhun,Male,,,,,,,,
line ten-a,,,Scrapper Guild,,,,,,,"Shipbreaking Yard, Bracca",,
linen stores,,,Jedi Order,,,,,,,"Jedi Temple, Coruscant",,
lio josse,,,Jedi Order,,,,,,232 BBY,,,
lioaoin military,,,Lioaoin Regime,,,,,,,Lioaoin space,,
lira hardin,,,Galactic Republic,Female,,,,Gall,,,,
listening post kr20,,,Nikardun Destiny,,,,,,,Unknown Regions,,
listening post kr21,,,Nikardun Destiny,,,,,,,Unknown Regions,,
livet tower,,,Royal House of Naboo,,,,,,,"Theed, Naboo",,
living waters,,,Mandalorians,,,,,,,"Mines of Mandalore, Civic Center, Sundari, Mandalore",,
lizel liit,,,Jedi Order,Female,,,,,,,,
loathe,,,Kouhun,Male,,,Fair,,5 ABY,,,
lochry,,,Galactic Empire,Male,,,,,,,,
lola sayu,,,Galactic Republic,,,,,,,,,Terrestrial
lomar,,,Galactic Empire,Male,,,,,,,,
lomus,,,Galactic Empire,Male,,,,,,,,
lonisa city zoo,,,Galactic Republic,,,,,,,"Lonisa City, Valo",,
lonni jung's wife,,,An import business,Female,,,,,,,,
loo-too,,,Alliance to Restore the Republic,,,,,,,,,Astromech droid
loonoo,,,Gallandro,Male,,,,,,,,
lorem,,,Galactic Empire,,She/her,Dark,,,,,,
lorn bal,,,Galactic Empire,,He/im,,,,,,,
lost steppe,,,Pyke Syndicate,,,,,,,Toshara,,
lothal city capitol building,,,Galactic Republic,,,,,,,"Capital City, Lothal",,
lothal city fuel depot,,,Galactic Empire,,,,,,,"Capital City, Lothal",,
lothal cliff dwelling,,,Alliance to Restore the Republic,,,,,,,Lothal,,
lothal depot,,,Galactic Empire,,,,,,,"Near Jalath, Lothal",,
lothal resistance camp,,,Alliance to Restore the Republic,,,,,,,Lothal,,
lothalnet comm tower e-272,,,LothalNet,,,,,,,"Grid Q6, Western Zone, Lothal",,
lourna dee's family's palace,,,Lourna Dee's family,,,,,,,Aaloth,,
lozash naval yard,,,Galactic Empire,,,,,,,Lozash,,
lozen tolruck's island fortress,,,Galactic Empire,,,,,,,Kashyyyk,,
lu-reen faraday,,,Faraday Spirits,Female,She/her,,,,,,,
lu-reen faraday's father,,,Galactic Republic,Male,,,,,,,,
luck luck freidal,,,Luck Luck Freidal's casino,Male,,,,,0 ABY,,,
luck luck freidal's casino,,,Luck Luck Freidal,,,,,,,Unidentified city,,
lud morrai,,,Galactic Empire,Male,He/him,,,,,,,
luk hutsok's mansion,,,Luk Hutsok,,,,,,,Cato Neimoidia,,
luke's hut (ossus),,,Jedi Order,,,,,,,"Jedi Temple of Luke Skywalker, Ossus",,
luko oorn,,,Inyusu Tor mineral processing facility,,He/him,,,,,,,
lundi's uncle's hunting lodge,,,Lundi's uncle,,,,,,,Lokud 7,,
lurch canyon,,,Aki-Aki,,,,,,,Pasaana,,
lux bonteri's stepdaughter,,,Galactic Empire,Female,She/her,,,,,,,
lux bonteri's wife,,,Galactic Empire,Female,She/her,,,,,,,
lx-r5,,,Jedi Order,Masculine programming,,,,,,,,Astromech droid
lx-robynsun v,,,Alliance to Restore the Republic,,,,,,,Reamma,,
lyr farseeker,,,Jedi Order,,He/him,,,,,,,
lz-aurek,,,Galactic Empire,,,,,,,"Jedha City, Jedha",,
lz-besh,,,Galactic Empire,,,,,,,"Jedha City, Jedha",,
lz-cresh,,,Galactic Empire,,,,,,,"Jedha City, Jedha",,
lz-dorn,,,Galactic Empire,,,,,,,"Jedha City, Jedha",,
m-1,,,Galactic Empire,,,,,,,,,Repair droid
m-3m4,,,Jedi Order,,,,,,,,,Protocol droid
m-6nk,,,Pyloon's Saloon,Masculine programming,He/him,,,,,,,
m-oc,,,Galactic Empire,Masculine programming,,,,,,,,Assassin droid
m.a.r. corps,,,Alliance to Restore the Republic,,,,,,,Zee-Nine City Seven,,
m2-d8,,,The Smuggler,,,,,,,,,Astromech droid
m2-m5,,,Alliance to Restore the Republic,,He/him,,,,"3 ABY, Sullust",,,
m3-lod,,,Alliance to Restore the Republic,,She/her,,,,,,,Astromech droid
m9-g8,,,Resistance,Masculine programming,,,,,,,,Astromech droid
ma-55h,,,Haxion Brood,,He/him,,,,"9 BBY, Shattered Moon",,,
mabo,,,Church of the Force,,He/him,,,,"5 ABY, Christophsis",,,
mac-vee,,,Erso family,Masculine programming,,,,,,,,Nanny droid
mack (nihil),,,Nihil,,He/him,,,,"232 BBY, Elphrona system",,,
madam synata's genius of a thousand faces museum,,,Risha Synata,,,,,,,Risha Synata's ship,,
madrighast,,,Galactic Empire,Male,He/him,,,,"5 ABY, Unyielding, Chadawa system",,,
mads gresh,,,Bedlam Raiders,,,,,,"9 BBY,",,,
maediyu,,,Alliance to Restore the Republic,Female,She/her,,,,"3 ABY, Nakadia",,,
maela's mother,,,Galactic Empire,Female,She/her,"Black, graying",,,,,,
magé,,,Galactic Empire,,She/her,Dark,Olive,,,,,
main concourse,,,Galactic Republic,,,,,,,Starlight Beacon,,
main imperial base,,,Galactic Empire,,,,,,,Jakku,,
main vault,,,InterGalactic Banking Clan,,,,,,,"Main Vault fortress, Scipio",,
main vault power generator,,,InterGalactic Banking Clan,,,,,,,Scipio,,
mak eshka'rey,,,Alliance to Restore the Republic,,He/him,Gray,,,,,Brown,
mak plain's office,,,Galactic Republic,,,,,,,Senate Office Building,,
makal's gambling parlor,,,Pyke Syndicate,,,,,,,"Mirogana, Toshara",,
malastare communications station,,,Galactic Empire,,,,,,,Malastare,,
malgan market,,,Royal Court of Onderon,,,,,,,"Iziz,",,
maliq,,,Jedi Order,Male,He/him,,,,"c. 382 BBY, Gloam",,,
malkhan,,,Malkhanis,,He/him,,,,Sometime between 6 BBY and 4 BBY,,,
malor phiatt,,,Galactic Empire,Male,,,,,,,,
malta lan,,,Ohnaka Transport Solutions,Male,He/him,,,,,,,
mama the hutt's house,,,Mama the Hutt,,,,,,,Nal Hutta,,
mamkoda spaceport,,,Sheh Soahi's pirates,,,,,,,Mamkoda,,
mandalore banking center,,,New Mandalorians,,,,,,,"Sundari, Mandalore",,
mandalore the great,,,Mandalorians,,,,,,Prior to the Great Purge of Mandalore,,,
mandalorian secret covert,,,Children of the Watch,,,,,,,A planet,,
mantero,,,House Serenno,,,,,,,,,Terrestrial
mantooine,,,Galactic Empire,,,,,,,,,Terrestrial
mapuzo,,,Galactic Empire,,,,,,,,,Terrestrial
mapuzo checkpoint,,,Galactic Empire,,,,,,,Mapuzo,,
mapuzo mining village,,,Galactic Empire,,,,,,,Mapuzo,,
mar ti kam'ron,,,Jedi Order,,He/him,,,,,,,
march of silence,,,Chiss Ascendancy,,,,,,,"Convocate Hall, Csaplar, Csilla",,
marcus augur,,,Galactic Republic,,,,,,232 BBY,,,
marda ro's cell,,,Path of the Open Hand,,,,,,,"Southern edge of the Path of the Open Hand Compound, Dalna",,
marjolos,,,Galactic Republic,,He/him,,,,,,,
mark iv architect droid,,,Jedi Order,,,,,,,,,Architect droid
mark one pistoeka sabotage droid,,,Mitth'raw'nuruodo,,,,,,,,,Sabotage droid
markona's wife,,,Clan Markona,Female,She/her,,,,Prior to the skirmish on Hubin,,,
marlem glay's underling,,,Nihil,,,,,,By 228 BBY,,,
marleyvane academy,,,Galactic Empire,,,,,,,Marleyvane,,
marleyvane shipyards,,,Galactic Empire,,,,,,,Marleyvane,,
marquess,,,Hondo Ohnaka,Female,,,,,,,,
marsden,,,Galactic Empire,Male,He/him,,,,During the Imperial Era,,,
marseph,,,Jedi Order,Male,,,,,"19 BBY,",,,
mart mattin's father,,,Mykapo insurgents,Male,He/him,,,,"During the Uprisings on Mykapo, Mykapo",,,
martez sisters' repair shop,,,Martez family,,,,,,,"Level 1313, Coruscant underworld",,
martyrium of frozen tears,,,Jedi Order,,,,,,,"Jedi Temple,",,
marwigo,,,Plop Dribble's,Feminine programming,,,,,,,,Service droid
masi finau,,,Haxion Brood,Male,He/him,,,,"9 BBY,",,,
massassi site,,,Massassi,,,,,,,Yavin 4,,
master kivas' ship repairs,,,Kivas,,,,,,,"Outside Tikaroo, Devaron",,
matavuli,,,Galactic Empire,Male,,,,,,,,
mathieson's protocol droid,,,New Republic,,,,,,,,,Protocol droid
mattis coto,,,Devshi prison complex,,,Blond,Green,,,,Blue,
maya-14,,,Xaxxis Axis Quartette,Feminine programming,,,,,,,,
maya-8,,,Xaxxis Axis Quartette,Feminine programming,,,,,,,,Holodroid
mayanka catrine,,,Jedi Order,,She/her,Black,Pink,,,,,
mayus,,,New Republic,Male,,,,,,,,
maz kanata's campsite,,,Maz Kanata,,,,,,,Takodana,,
mb-13a,,,First Order,,,,,,,,,Astromech droid
md-series medical droid,,,First Order,,,,,,,,,Medical droid
medical and science research tower,,,Galactic Republic,,,,,,,Starlight Beacon,,
medical droid (sprocket),,,Hunters of the Outer Rim,,,,,,,,,Medical droid
meditation garden,,,Jedi Order,,,,,,,"Dalna temple, Dalna",,
meeting house,,,Elders of the Path,,,,,,,"Bralanak City, Trymant IV",,
megalox,,,Confederacy of Independent Systems,,,,,,,Megalox Beta,,
mek'tradi,,,Alliance to Restore the Republic,,,,,,,,,Terrestrial
melahnese pavilion,,,Galactic Republic,,,,,,,"Arts and Culture zone, Carnival District",,
melis shryke's house,,,Shryke family,,,,,,,"Jodzia, Bantoo",,
memorial shrine,,,New Mandalorians,,,,,,,"Peace Park, Sundari, Mandalore",,
meridian trench,,,Galactic Empire,,,,,,,Near the north pole of the Death Star,,
merisee prime research installation,,,Merisee Prime,,,,,,,Iakar,,
merish,,,New Republic,,He/him,,,,"c. 4 ABY,",,,
merj spaceport,,,Confederacy of Independent Systems,,,,,,,Merj,,
merl tosche,,,Tosche Station,Male,,,,Tatooine,,,,
meru,,,Old Meru's,,She/her,,,,,,,
mess hall iv,,,Alliance to Restore the Republic,,,,,,,Mako-Ta Space Docks,,
metalorn,,,Techno Union,,,,,,,,,Terrestrial
meteor leader (cerberon),,,New Republic,,He/him,,,,,,,
meteor squadron,,,New Republic,,,,,,,Chazwa,,
mey kilrow,,,Bestine Security Force,Female,,,,,,,,
meysor,,,Firaxa Syndicate,Male,,Orange,Tan,,"Between 20 BBY and 19 BBY,",,Black,
mf-80,,,Hutt Clan,Feminine programming,,,,,,,,Protocol droid
mhd-19,,,Alliance to Restore the Republic,,He/him,,,,,,,Medical droid
mich murda,,,Haxion Brood,,,,,,14 BBY,,,
micha,,,Alliance to Restore the Republic,Female,,,,,"c. 1 BBY, a world",,,
mid-hemisphere trench,,,Galactic Empire,,,,,,,Death Star,,
midwife droid,,,Polis Massa Base,,,,,,,,,Medical droid
miekos,,,San Tekka clan,,,,,,,,,Terrestrial
military compound,,,Dalnan military,,,,,,,Dalna,,
milk stand,,,Bubo Wamba Family Farms,,,,,,,"Merchant Row, Black Spire Outpost, Batuu",,
milvayne,,,Milvayne Authority,,,,,,,,,Terrestrial
milvayne processing center,,,Milvayne Authority,,,,,,,"Milvayne City,",,
mina bonteri's husband,,,House Bonteri,Male,He/him,,,,"Between 22 BBY and 21 BBY,",,,
mine 3601,,,House of Organa,,,,,,,"Beneath the Alderaan Enclave, Sullust",,
mines of mandalore,,,Mandalorians,,,,,,,"Civic Center, Sundari, Mandalore",,
mining droidnaught,,,Galactic Empire,,,,,,,,,Mining droid
minister of sustenance's compound,,,Galactic Republic,,,,,,,"Eastern exurbs, Christophsis",,
minlan weil,,,Minlan Weil and the Tam-honil Three,Male,,,,,,,,
minntooine,,,Confederacy of Independent Systems,,,,,,,,,Terrestrial
miramir's grandmother,,,Miramir's family,Female,,,,,,,,
mirkanite mining facility,,,Galactic Empire,,,,,,,Mustafar,,
mirogana,,,Galactic Empire,,,,,,,Mirogana Valley,,
mirrin prime republic base,,,New Republic,,,,,,,Mirrin Prime,,
mirror cave,,,Jedi Order,,,,,,,"Temple Island, Ahch-To",,
mirsil,,,Free Ryloth Movement,,,,,,"Ryloth system, 14 BBY",,,
misaani,,,Noble Court,Male,,,,,At some point before the Iron Blockade,,,
misette,,,Resistance,Female,She/her,,,Sparth,Between 29 ABY and 34 ABY,,,
mishru,,,Hazram Namir's band,Male,,,,,"1 BBY, Crucival",,,
miss scowlface,,,New Republic,Female,,,,,,,,
mister browscar,,,New Republic,Male,He/him,,,,,,,
misurno,,,Galactic Empire,Male,,,,,,,,
mitth family compound,,,Mitth family,,,,,,,Avidich,,
mitth family compound (rentor),,,Mitth family,,,,,,,Rentor,,
mitth family homestead,,,Mitth family,,,,,,,"Csaplar, Csilla",,
mk-1,,,Clan Markona,Masculine programming,,,,,,,,Butler droid
ml-08,,,Alliance to Restore the Republic,,,,,,,,,Maintenance droid
moeseffa,,,Moeseffa's Cantina,Male,,,,,,,,
moghra's palace,,,Moghra's criminal cartel,,,,,,,Nar Shaddaa,,
mokivj droid factory,,,Confederacy of Independent Systems,,,,,,,Mokivj,,
mokko,,,Mokko's crew,Male,He/him,,Red and beige,Ipsidon,"c. 18 BBY,",,,
mokkotown,,,Techno Union,,,,,,,Ipsidon,,
mol hastur,,,Alliance to Restore the Republic,Female,,,,,,,,
molos army,,,Alliance to Restore the Republic,,,,,,,Molos,,
molos militia,,,Alliance to Restore the Republic,,,,,,,Molos,,
momaw nadon's garden,,,Momaw Nadon,,,,,,,South of Mos Eisley,,
mon cala central planetary scanner mast,,,Galactic Republic,,,,,,,"Mon Cala city, Mon Cala",,
mon cala city square,,,Mon Calamari monarchy,,,,,,,"Mon Cala city, Mon Cala",,
mon cala planetary defense services,,,Mon Calamari monarchy,,,,,,,Mon Cala,,
mon calamari exodus fleet,,,Mon Calamari monarchy,,,,,,,"Telaris rebel stardocks, Telaris system",,
mon calamari guard,,,Mon Calamari monarchy,,,,,,,Mon Cala,,
mon calamari legislative chamber,,,Mon Calamari monarchy,,,,,,,"Mon Cala city, Mon Cala",,
mon calamari royal palace,,,Galactic Republic,,,,,,,"Mon Cala city, Mon Cala",,
mon gazza,,,Pyke Syndicate,,,,,,,,,Terrestrial
mon mothma's father,,,Galactic Republic,Male,,,,Chandrila,,,,
mon mothma's office,,,Galactic Republic,,,,,,,"Imperial Executive Building, Coruscant",,
moon of kyzring,,,Mining Guild,,,,,,,,,Terrestrial
moonglow polychemical refinery,,,Introsphere,,,,,,,"Shaketown, Gorse",,
moora's grandfather,,,Path of the Open Hand,Male,He/him,,,,,,,
moorsh moraine,,,Galactic Empire,,,,,,,Hoth,,
moothie,,,Nihil,,He/him,,,,,,,
moraband execution chamber,,,Sith,,,,,,,"Sith temple, Valley of the Dark Lords, Moraband",,
morak,,,Galactic Empire,,,,,,,,,Terrestrial
morlana four,,,Consolidated Holdings of Preox-Morlana Corporation,,,,,,,,,Terrestrial
moroo,,,Fylari,Male,,Gray,Light,,"By 40 BBY,",,Black,
mors' command center,,,Galactic Empire,,,,,,,Ryloth's largest moon,,
morseerian laboratory complex,,,Confederacy of Independent Systems,,,,,,,Merj,,
mortan,,,New Republic,,,,,Comra,,,,
mortis monastery,,,The Father,,,,,,,Mortis,,
mos algo,,,Hutt Clan,,,,,,,"Western Dune Sea, Tatooine",,
mos eisley barracks,,,Galactic Empire,,,,,,,"Outskirts of Mos Eisley, Tatooine",,
mos eisley prefecture militia base,,,Galactic Empire,,,,,,,"Mos Eisley, Tatooine",,
mos entha,,,Jabba Desilijic Tiure's criminal empire,,,,,,,Across from the Mospic High Range,,
mos espa city center,,,Strassi family,,,,,,,"Mos Espa, Tatooine",,
mos espa podrace,,,Hunters of the Outer Rim,,,,,,,"Grand Arena, Vespaara",,
mos espa podrace racetrack,,,Hunters of the Outer Rim,,,,,,,"Around Mos Espa Podrace, Grand Arena, Vespaara",,
mos espa spaceport,,,Tatooine Klatooinian family,,,,,,,"Mos Espa, Tatooine",,
mos espa waystation,,,Hunters of the Outer Rim,,,,,,,"Grand Arena, Vespaara",,
mott corbet,,,Jedi Order,,He/him,,,,,,,
mount pasvaal,,,Jedi Order,,,,,,,Al'doleem,,
mount tantiss,,,Galactic Empire,,,,,,,Wayland,,
mourner's wail safe house,,,Mourner's Wail Syndicate,,,,,,,"Undercity, Milvayne",,
mourning shrines,,,Mon Calamari,,,,,,,Mon Cala,,
mrinzebon,,,Galactic Empire,,,,,,,,,Terrestrial
mrinzebon garrison,,,Galactic Empire,,,,,,,Mrinzebon,,
mt-7,,,Confederacy of Independent Systems,,He/him,,,,,,,Battle droid
mt-7's unit,,,Confederacy of Independent Systems,,,,,,,Akiva,,
mucktown,,,Mud dwellers,,,,,,,Mud Fields,,
mud fields,,,Mud dwellers,,,,,,,Vagadarr Prime,,
mudslide falls,,,Mud dwellers,,,,,,,"Mud Fields, Vagadarr Prime",,
muller,,,Galactic Empire,Female,,,,,,,,
munitions factory,,,Galactic Empire,,,,,,,"Imperial Complex, Garel",,
murdie,,,Haxion Brood,,,,,,14 BBY,,,
murkel kev,,,Batalla's outlaws,,,,Brown,,,,,
murkhana city imperial compound,,,Galactic Empire,,,,,,,"Murkhana City, Murkhana",,
murkhana holonet relay,,,Confederacy of Independent Systems,,,,,,,Murkhana,,
mursey,,,Coronet City Peace and Security,,,,,,"5 ABY,",,,
mususiel,,,Jedi Order,Female,,,,,"Before the gassing of Anoat, on Anoat",,,
mv-33 security droid,,,Tagge Corporation,,,,,,,,,Security droid
mygeeto hammertong facility,,,Geonosian hives,,,,,,,Mygeeto,,
mykge,,,Path of the Open Hand,,He/him,,Pale,,,,,
myomar academy,,,Galactic Empire,,,,,,,Myomar,,
n-3ro,,,Jek-14 (formerly),Masculine programming,,,,Zoh,,,,
n-4m,,,Alliance to Restore the Republic,,He/him,,,,,,,Analyst droid
naberrie family house,,,Naberrie family,,,,,,,Naboo,,
nack movers's residence,,,Nack Movers,,,,,,,"Jrade District, Coruscant",,
nackt,,,Jabba's criminal empire,Male,He/him,,,,"4 ABY, Tatooine",,,
naga sadow,,,Sith Order,Male,,,,,,,,
naga sadow's forces,,,Sith Order,,,,,,,Empress Teta,,
nagry,,,Galactic Empire,Female,,,,,,,,
najan-rovi,,,Galactic Empire,,,,,,,,,Gas giant
najedha base,,,Alliance to Restore the Republic,,,,,,,NaJedha,,
nakari kelen's mother,,,Hakko Drazlip and the Tootle Froots,Female,,,,,,,,
nala se's private lab,,,Nala Se,,,,,,,"Tipoca City, Kamino",,
nam chorios imperial mining colony,,,Galactic Empire,,,,,,,Nam Chorios,,
nam chorios imperial prison facility,,,Galactic Empire,,,,,,,Nam Chorios,,
namala moffat,,,Unidentified school,Female,She/her,,,,,,,
nan family villa,,,Nan family,,,,,,,"Lake 9527, Lake",,
nan qianyu,,,Nan family,,,,,,200 BBY,,,
nan zaizhou,,,Nan family,Male,,,,,200 BBY,,,
nan's father,,,Nihil,Male,He/him,,,,c. 234 BBY,,,
nan's mother,,,Nihil,Female,,,,,c. 234 BBY,,,
nanz,,,Anklebiter Brigade,Female,She/her,Dark,,Coruscant,,,,
nar shaddaa spaceport,,,Unbroken Clan,,,,,,,Nar Shaddaa,,
naraka,,,Galactic Empire,,,,,,,,,Terrestrial
nardithi cluster,,,Nardithi Nightsisters,,,,,,,Dathomir,,
narkina,,,Galactic Empire,,,,,,,,,Gas giant
narkina 5,,,Galactic Empire,,,,,,,,,Terrestrial
narkina 5 prison barge landing bay,,,Galactic Empire,,,,,,,"Level 8,",,
narston,,,Galactic Empire,Female,She/her,,,,,,,
nasha gravas,,,New Republic,Female,She/her,,Fair,,,,Gunmetal,
nasi moreno,,,Alliance to Restore the Republic,Female,She/her,,,,"c. 4 ABY, Jiruus system",,,
